hash,message,added_lines,label,notes
a81eaabff80ddacf950a5d91c39d89c206476fbc,"Updating links and linting issues in Appendix B, C, D (#208)","+- [The Economic Impacts of Inadequate Infrastructure for Software Testing](https://www.nist.gov/sites/default/files/documents/director/planning/report02-3.pdf)
+- [Improving Web Application Security: Threats and Countermeasures](https://www.microsoft.com/en-ca/download/details.aspx?id=1330)
+- [NIST Publications](https://csrc.nist.gov/publications/sp)
+- [The Open Web Application Security Project (OWASP) Guide Project](https://www.owasp.org/index.php/OWASP_Guide_Project)
+- [Use Cases: Just the FAQs and Answers](https://www.ibm.com/developerworks/rational/library/content/RationalEdge/jan03/UseCaseFAQS_TheRationalEdge_Jan2003.pdf)
+- Building Secure Software: How to Avoid Security Problems the Right Way, by Gary McGraw and John Viega, published by Addison-Wesley Pub Co, ISBN 020172152X (2002)
+- [The Ethical Hack: A Framework for Business Value Penetration Testing, By James S. Tiller, Auerbach Publications, ISBN 084931609X (2005)](https://books.google.com/books?id=fwASXKXOolEC&printsec=frontcover&source=gbs_ge_summary_r&redir_esc=y#v=onepage&q&f=false)
+- [The Hacker's Handbook: The Strategy behind Breaking into and Defending Networks, By Susan Young, Dave Aitel, Auerbach Publications, ISBN: 0849308887 (2005)](https://books.google.com/books?id=AO2fsAPVC34C&printsec=frontcover&source=gbs_ge_summary_r&redir_esc=y#v=onepage&q&f=false)
+  - [Online version available here](https://books.google.com/books?id=RjVjgPQsKogC&printsec=frontcover&source=gbs_ge_summary_r&redir_esc=y#v=onepage&q&f=false)
+  - [Online version available here](https://books.google.com/books?id=SN4WegDHVCcC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false)
+- Secure Programming HOWTO, David Wheeler (2015)
+  - [Online version available here](https://dwheeler.com/secure-programs/Secure-Programs-HOWTO/index.html)
+- [Build Security In](https://www.us-cert.gov/bsi)
+- [McAfee Foundstone Publications](https://www.mcafee.com/enterprise/en-us/search.html?q=Foundstone)
+- [McAfee Free Tools](https://www.mcafee.com/enterprise/en-us/downloads/free-tools.html)
+- [Open Source Software Testing Tools](https://www.opensourcetesting.org/category/security/)
+- [The Open Web Application Application Security Project (OWASP)](https://www.owasp.org/index.php/Main_Page)
+- [Secure Coding Guidelines for the .NET Framework 4.5](https://docs.microsoft.com/en-us/dotnet/standard/security/secure-coding-guidelines)
+- [Web Application Security Consortium](http://www.webappsec.org/projects/)
+- [Web Application Security Scanner List](http://projects.webappsec.org/w/page/13246988/Web%20Application%20Security%20Scanner%20List)
+- [Testing Client Side Security issues](http://www.domxss.com/domxss/)
+- [Vicnum](https://sourceforge.net/projects/vicnum/), [OWASP Vicnum](https://www.owasp.org/index.php/Category:OWASP_Vicnum_Project)
+- [WebMaven (better known as Buggy Bank)](https://www.mavensecurity.com/about/webmaven)
+The following are fuzzing vectors which can be used with [ZAP](https://www.owasp.org/index.php/OWASP_Zed_Attack_Proxy_Project), [JBroFuzz](https://www.owasp.org/index.php/JBroFuzz), [WSFuzzer](https://www.owasp.org/index.php/WSFuzzer) or another fuzzer. Fuzzing is the “kitchen sink” approach to testing the response of an application to parameter manipulation. Generally one looks for error conditions that are generated in an application as a result of fuzzing. This is the simple part of the discovery phase. Once an error has been discovered identifying and exploiting a potential vulnerability is where skill is required.
+An excellent introduction on FSE can be found in the USENIX paper entitled: [Detecting Format String Vulnerabilities with Type Qualifiers](https://www.microsoft.com/en-us/research/publication/detecting-format-string-vulnerabilities-with-type-qualifiers/)
+- [Encoding (Semiotics)](https://en.wikipedia.org/wiki/Encoding_(semiotics))
+- [HTML Entities](https://www.w3schools.com/HTML/html_entities.asp)
+- [How to prevent input validation attacks](https://searchsecurity.techtarget.com/answer/How-to-prevent-input-validation-attacks)
+- [Unicode and Character Sets](https://www.joelonsoftware.com/2003/10/08/the-absolute-minimum-every-software-developer-absolutely-positively-must-know-about-unicode-and-character-sets-no-excuses/)",0,Noise / Non-knowledge
45848d56c2066dbbc553476e31271ee3609007ac,Update 4.12.13 Testing for Cross Site Script Inclusion (XSSI)(OTG-CLIENT-013).md,"+## Example Leak Sensitive Data via Global Variables
+  - Using global variables [example](#example-leak-sensitive-data-via-global-variables)
+  - Overwriting global functions and parameters [example](#example-leak-sensitive-data-via-global-function-parameters)
+  - Using an old version of browser and exploiting JavaScript runtime error leak vulnerabilities [example](#example-leak-sensitive-data-via-javascript-runtime-errors)
+  - Data leak via prototype chaining by using the ""this"" keyword. In JavaScript ""this"" is dynamically scoped which means if a function is called upon an object, `this` will point to this object even though the called function might not belong to the object itself. This behavior can be used to leak data. In the following example from Sebastian Leike's page [4] the sensitive data is stored in an Array. The tester/attacker can override Array.prototype.forEach with an attacker-controlled function. If some code calls the forEach function on an array instance that contains sensitive values, the attacker-controlled function will be invoked with ""this"" pointing to the object that contains the sensitive data.",1,Security Knowledge
353a4139cd4b272dfcc5891cf60bb1874ab519fe,Add tests for Archive Directory Traversal,"+A test against Archive Directory Traversal should include two parts:
+ 
+1. A malicious archive that breaks out of the target directory when extracted. For example, a compressed file contains two files: a “notinfected.sh” file, that is extracted into the target directory, and a “infected.sh” file, that attempts to navigate to the directory tree to hit the root folder and adds a file into the tmp directory. A malicious path could contain many levels of ""../"" (i.e. ../../../../../../../../tmp/infected.sh) to stand a better chance of reaching the root directory.  
+
+2. A functionality is required to extract compressed files, either using your own code or a library. Vulnerability exists when the extraction functionality don’t validate file paths in the archive. An example of a vulnerable code in Java can be seen below. 
+
+```java
+1: Enumeration<ZipEntry>entries=​​zip​.g​etEntries(); 
+2: while(entries​.h​asMoreElements()){
+3:      ZipEntry e ​=​entries.nextElement();
+4:      File f = new File(destinationDir, e.getName());
+5:      InputStream input =​​zip​.g​etInputStream(e);
+6:      IOUtils​.c​opy(input, write(f));
+7: }
+```
+
+Additional testing techniques:
+
+- Upload a malicious zip file and try to remote access this file when upload is completed.  [Watch it in action here](https://www.youtube.com/watch?v=l1MT5lr4p9o)
+- In the pipeline:  Include a unit test that uploads an infected compressed file against the extraction method.
+- Validate that libraries being used by the application have been (patched for this vulnerability)[https://github.com/snyk/zip-slip-vulnerability#affected-libraries]
+- Review implementation of upload methods in the application looking for vulnerable code. 
+- Vulnerability in the Java code above could be prevented by including a test that throws an exception:
+
+```java
+1: StringcanonicalDestinationDirPath=destinationDir.getCanonicalPath();
+2: Filedestinationfile=newFile(destinationDir,e.getName());
+3: StringcanonicalDestinationFile=destinationfile.getCanonicalPath();
+4: if(!canonicalDestinationFile.startsWith(canonicalDestinationDirPath+File.separator)){
+5:   throw new ArchiverException(""Entry is outside of the target dir: "" + e.getName()); 
+6: }
+```
+
+- [Zip Slip](https://res.cloudinary.com/snyk/image/upload/v1528192501/zip-slip-vulnerability/technical-whitepaper.pdf)",1,Security Knowledge
1a89dc6116f5e966a548813aa9914366b6b52649,Remove netcat from text,"+Find a page to visit that has a security constraint such that a GET request would normally force a 302 redirect to a log in page or force a log in directly. Issue requests using various methods such as HEAD, POST, PUT etc. as well as arbitrarily made up methods such as BILBAO, FOOBAR, CATS, etc. If the web application responds with a `HTTP/1.1 200 OK` that is not a log in page, it may be possible to bypass authentication or authorization. The following example uses [Nmap's `ncat`](https://nmap.org/ncat/).",0,Noise / Non-knowledge
d49dcfe1e1e9a382be234bd10e34fde6cc87362c,Added a parenthesis on line 14,"+[4.8.1 Testing for Reflected Cross Site Scripting (OTG-INPVAL-001)](4.8.1%20Testing%20for%20Reflected%20Cross%20site%20scripting%20(OTG-INPVAL-001).md)\
+[4.8.2 Testing for Stored Cross Site Scripting (OTG-INPVAL-002)](4.8.2%20Testing%20for%20Stored%20Cross%20site%20scripting%20(OTG-INPVAL-002).md)\",0,Noise / Non-knowledge
6b5a8d4dba8d798c091b7472a92c8476bf3209ef,Change WSTG-INFO-05 to Add Review Frontend for Sensitive Data Exposure,"+# Review Webpage Content for Information Leakage
+
+|ID          |
+|------------|
+|WSTG-INFO-05|
+
+## Summary
+
+It is very common, and even recommended, for programmers to include detailed comments and metadata on their source code. However, comments and metadata included into the HTML code might reveal internal information that should not be available to potential attackers. Comments and metadata review should be done in order to determine if any information is being leaked.
+
+For modern web apps, the use of client-Side JavaScript for the front-end is becoming more popular. Popular front-end construction technologies use client-side JavaScript like ReactJS, AngularJS, or Vue.  Similar to the comments and metadata in HTML code, many programmers also hardcod sensitive information in JavaScript variables on the front-end. Sensitive information can include (but is not limited to): Private API Keys (*e.g.* an unrestricted Google Map API Key), internal IP addresses, sensitive routes (*e.g.* route to hidden admin pages or functionality), or even credentials. This sensitive information can be leaked from such front-end JavaScript code. A review should be done in order to determine if any sensitive information leaked which could be used by attackers for abuse.
+
+For large web applications, performance issues are a big concern to programmers. Programmers have used different methods to optimize front-end performance, including Syntactically Awesome StyleSheets (SASS), Sassy CSS (SCSS), WebPack, etc. Using these technologies, front-end code will sometimes become harder to understand and difficult to debug, and because of it, programmers often deploy source map files for debugging purposes. A “source map” is a special file that connects a minified/uglified version of an asset (CSS or JavaScript) to the original authored version. Programmers are still debating whether or not to bring source map files to the production environment. However, it is undeniable that source map files or files for debugging if released to the production environment will make their source more human-readable. It can make it easier for attackers to find vulnerabilities from the front-end or collect sensitive information from it. JavaScript code review should be done in order to determine if any debug files are exposed from the front-end. Depending on the context and sensitivity of the project, a security expert should decide whether the files should exist in the production environment or not.
+
+## Test Objectives
+
+* Review webpage comments and metadata to better understand the application and to find any information leakage.
+* Identify and gather JavaScript files, review JavaScript code in an application to better understand the application and to find any information leakage.
+* Identify if source map files or other front-end debug files exist.
+
+## How to Test
+
+### Review webpage comments and metadata
+
+HTML comments are often used by the developers to include debugging information about the application. Sometimes, they forget about the comments and they leave them in production environments. Testers should look for HTML comments which start with `<!--`.
+
+Check HTML source code for comments containing sensitive information that can help the attacker gain more insight about the application. It might be SQL code, usernames and passwords, internal IP addresses, or debugging information.
+
+```html
+...
+
+<div class=""table2"">
+  <div class=""col1"">1</div><div class=""col2"">Mary</div>
+  <div class=""col1"">2</div><div class=""col2"">Peter</div>
+  <div class=""col1"">3</div><div class=""col2"">Joe</div>
+
+<!-- Query: SELECT id, name FROM app.users WHERE active='1' -->
+
+</div>
+...
+```
+
+The tester may even find something like this:
+
+```html
+<!-- Use the DB administrator password for testing:  f@keP@a$$w0rD -->
+```
+
+Check HTML version information for valid version numbers and Data Type Definition (DTD) URLs
+
+```html
+<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">
+```
+
+* `strict.dtd` -- default strict DTD
+* `loose.dtd` -- loose DTD
+* `frameset.dtd` -- DTD for frameset documents
+
+Some `META` tags do not provide active attack vectors but instead allow an attacker to profile an application:
+
+```html
+<META name=""Author"" content=""Andrew Muller"">
+```
+
+A common (but not [WCAG](https://www.w3.org/WAI/standards-guidelines/wcag/) compliant) `META` tag is [Refresh](https://en.wikipedia.org/wiki/Meta_refresh).
+
+```html
+<META http-equiv=""Refresh"" content=""15;URL=https://www.owasp.org/index.html"">
+```
+
+A common use for `META` tag is to specify keywords that a search engine may use to improve the quality of search results.
+
+```html
+<META name=""keywords"" lang=""en-us"" content=""OWASP, security, sunshine, lollipops"">
+```
+
+Although most web servers manage search engine indexing via the `robots.txt` file, it can also be managed by `META` tags. The tag below will advise robots to no",1,Security Knowledge
1aac9196be50d7270b100af4ecd74cd289c502f5,chore: Fix a typo (missing white space between sentences) (#1090),"+They are typically generated upon account creation and require the user to select from some pre-generated questions and supply an appropriate answer. They may allow the user to generate their own question and answer pairs. Both methods are prone to insecurities. Ideally, security questions should generate answers that are only known by the user, and not guessable or discoverable by anybody else. This is harder than it sounds.
+Security questions and answers rely on the secrecy of the answer. Questions and answers should be chosen so that the answers are only known by the account holder. However, although a lot of answers may not be publicly known, most of the questions that sites implement promote answers that are pseudo-private.",0,Noise / Non-knowledge
143d225558797375a2b71a01b05ad39fcdfd1f3a,chore: update NIST title,"+- Technical Guide to Information Security Testing and Assessment (NIST800-115)
+  - Information Systems Security Assessment Framework (ISSAF)
+  - Open Source Security Testing Methodology Manual (OSSTMM)",0,Noise / Non-knowledge
9b05c4d110c3f0a869fe97aa58def60c434a1633,Chore/pdf bugs,"+- [IDOR](https://github.com/OWASP/wstg/blob/master/document/4-Web_Application_Security_Testing/05-Authorization_Testing/04-Testing_for_Insecure_Direct_Object_References.md)
+- [Privilege escalation](https://github.com/OWASP/wstg/blob/master/document/4-Web_Application_Security_Testing/05-Authorization_Testing/03-Testing_for_Privilege_Escalation.md)
+- All [Session Management](https://github.com/OWASP/wstg/tree/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing) test cases
+[OWASP Testing Checklist](https://raw.githubusercontent.com/OWASP/wstg/master/checklist/OWASP-Testing_Checklist.xlsx)
+| 4.9.1 | WSTG-CRYP-01 | Testing for Weak SSL TLS Ciphers Insufficient Transport Layer Protection |
+A `threat and countermeasure classification`, which takes into consideration root causes of vulnerabilities, is the critical factor in verifying that security controls are designed, coded, and built to mitigate the impact of the exposure of such vulnerabilities. In the case of web applications, the exposure of security controls to common vulnerabilities, such as the OWASP Top Ten, can be a good starting point to derive general security requirements. The [OWASP Testing Guide Checklist](https://github.com/OWASP/wstg/tree/master/checklist) is a helpful resource for guiding testers through specific vulnerabilities and validation tests.
+# The Web Security Testing Framework
+3.1 [The Web Security Testing Framework](0-The_Web_Security_Testing_Framework.md)
+3.2 [Phase 1 Before Development Begins](0-The_Web_Security_Testing_Framework.md#phase-1-before-development-begins)
+3.3 [Phase 2 During Definition and Design](0-The_Web_Security_Testing_Framework.md#phase-2-during-definition-and-design)
+3.4 [Phase 3 During Development](0-The_Web_Security_Testing_Framework.md#phase-3-during-development)
+3.5 [Phase 4 During Deployment](0-The_Web_Security_Testing_Framework.md#phase-4-during-deployment)
+3.6 [Phase 5 During Maintenance and Operations](0-The_Web_Security_Testing_Framework.md#phase-5-during-maintenance-and-operations)
+3.7 [A Typical SDLC Testing Workflow](0-The_Web_Security_Testing_Framework.md#a-typical-sdlc-testing-workflow)
+# 4.1 Information Gathering
+# Test Cloud Storage
+# 4.2 Configuration and Deployment Management Testing
+# 4.3 Identity Management Testing
+For a more detailed discussion on testing the safety of TLS/SSL channels refer to the chapter [Testing for Weak SSL TLS Ciphers Insufficient Transport Layer Protection](../09-Testing_for_Weak_Cryptography/01-Testing_for_Weak_SSL_TLS_Ciphers_Insufficient_Transport_Layer_Protection.md). Here, the tester will just try to understand if the data that users put in to web forms in order to log in to a web site, are transmitted using secure protocols that protect them from an attacker.
+- Store the credentials in an encoded fashion in the browser's storage mechanisms, which can be verified by following the [web storage testing scenario](../11-Client_Side_Testing/12-Testing_Browser_Storage.md) and going through the [session analysis](../06-Session_Management_Testing/01-Testing_for_Session_Management_Schema.md#session_analysis) scenarios. Credentials shouldn't be stored in any way in the client-side application, and should be substitued by tokens generated from the server side.
+  - [CSRF](../06-Session_Management_Testing/05-Testing_for_Cross_Site_Request_Forgery.md) attacks.
+3. if the password change or reset process is vulnerable to [CSRF](../06-Session_Management_Testing/05-Testing_for_Cross_Site_Request_Forgery.md).
+HTTP is a stateless protocol, meaning that it doesn't hold any reference to requests being sent by the same user. In order to fix this issue, sessions were created and appended to HTTP requests. Browsers, as discussed in [testing browser storage](../11-Client_Side_Testing/12-Testing_Browser_Storage.md), contain a multitude of storage mechanisms. In that section of the guide, each is discussed thoroughly.
+The [`SameSite`](https://developer.mozilla.org/en-US/docs/Web/HTTP/Cookies#SameSite_cookies) attribute is used to assert that a cookie ought not to be sent along with cross-site requests. This feature allows the server to mitigate the risk of cross-orgin information leakage. In some cases, it is used too as a risk reduction (or defense in depth mechanism) strategy to prevent [cross-site request forgery](05-Testing_for_Cross_Site_Request_Forgery.md) attacks. This attribute can be configured in three different modes:
+# Testing Session Timeout
+4.6.5 [Testing for Cross Site Request Forgery](05-Testing_for_Cross_Site_Request_Forgery.md)
+# Testing for Client Side
+# Testing for Weak SSL TLS Ciphers Insufficient Transport Layer Protection
+Sensitive data must be protected when it is transmitted through the network. If data is transmitted over HTTPS or encrypted in another way the protection mechanism must not have limitations or vulnerabilities, as explained in the broader article ""[Testing for Weak SSL TLS Ciphers Insufficient Tran",0,Noise / Non-knowledge
eeadaea4ab0a5ca382034c9af01e3fd17134580c,Section 0 Revision,"+# Foreword by Eoin Keary
+In conjunction with other OWASP projects such as the Code Review Guide, the Development Guide and tools such as [OWASP ZAP](https://www.zaproxy.org/), this is a great start towards building and maintaining secure applications. This Testing Guide will show you how to verify the security of your running application. I highly recommend using these guides as part of your application security initiatives.
+There are a number of companies selling automated security analysis and testing tools. Remember the limitations of these tools so that you can use them for what they're good at. As Michael Howard put it at the 2006 OWASP AppSec Conference in Seattle, “Tools do not make software secure! They help scale the process and help enforce policy.”
+Please consider [joining us](https://owasp.org/membership/) as an individual or corporate member so that we can continue to produce materials like this testing guide and all the other great projects at OWASP.
+--Eoin Keary, OWASP Board Member, April 19, 2013",0,Noise / Non-knowledge
19d80a8d56eb438bc2c942b7432e5e7f78011044,Tweak workflows to accommodate translation acitvities (#676),"+    - '!translations/**'
+        for FILE in $FILES; do echo $FILE | grep -v translations | grep -q .*\.md\$ && markdown-link-check -q -v -c .github/configs/markdown-link-check-config.json $FILE 1>> log 2>> err; done
+        find . -path ./translations -prune -o -name \*.md -exec markdown-link-check -q -v --config .github/configs/markdown-link-check-config.json {} 1>> log 2>> err \;
+    - '!translations/**'
+        # All markdown files, excluding .github and translations
+        for FILE in $FILES; do echo $FILE | grep -v \.github | grep -v translations && textlint --config .github/configs/.textlintrc --fix --rule terminology $FILE | tee -a log.txt; done",0,Noise / Non-knowledge
87d933437d4a45f29853904653fd34bfeb666152,Add guideline for figure captions,"+
+**Everyone can contribute!** By simply reading the document, which you certainly should do, grammar mistakes, new ideas, or paragraph restructuring thoughts will show themselves! Just try it out, you'll see. :smile:
+Before you start contributing, please read our [**contribution guide**](CONTRIBUTING.md) which should help you get started and follow our best practices.
+
+Feel free to ask questions, bounce ideas off us, or just hang out and chat!
+You can also open up a post on our [Google Group](https://groups.google.com/a/owasp.org/forum/#!forum/testing-guide-project)!
+- Please do use Title Caps for headings, using Title Capitalization as defined by the *Chicago Manual of Style*. For quick reference you can use this [online tool](https://capitalizemytitle.com/#Chicago) (make sure you select the ""Chicago"" tab).
+- Don't use `and/or`. Chances are you can simply write `or`. (Note: The OR allows for the same True result as an AND, while also allowing for other combinations producing True results.) Unless you actually mean something like ""A and/exclusive or B"" in which case read the sentence to yourself with those words and then figure out a different way to write it. :smile:
+- Caption figures using title case, with the section and sub-section numbers, followed by the figure position in the document. Use the format *`Figure <section>.<sub-section>-<position>: Caption Title`*. For example, the first image shown in section 4.8, sub-section 19 would be added as follows:
+
+    ```md
+    ![SSTI XVWA Example](images/SSTI_XVWA.jpeg)\
+    *Figure 4.8.19-1: SSTI XVWA Example*
+    ```
+
+## Project folder structure
+
+When adding articles and images, please place articles in the appropriate sub-section directory, and place images in an `images/` folder within the article directory. Here is an example of the project structure:
+
+```console
+document/
+ ├───0_Foreword/
+ │   └───0_Foreword.md
+ ├───1_Frontispiece/
+ │   ├───images/
+ │   │   └───example.jpg
+ │   └───1_Frontispiece.md
+ ├───2_Introduction/
+ │   ├───images/
+ │   │   └───example.jpg
+ │   └───2_Introduction.md
+ ├───3_The_OWASP_Testing_Framework/
+ │   ├───images/
+ │   │   └───example.jpg
+ │   └───3_The_OWASP_Testing_Framework.md
+ ├───4_Web_Application_Security_Testing/
+ │   ├───4.1_Introduction_and_Objectives/
+ │   │   └───4.1_Testing_Introduction_and_Objectives.md
+ │   ├───4.2_Information_Gathering/
+ │   │   ├───images/
+ │   │   │   └───example.jpg
+ │   │   ├───4.2_Testing_Information_Gathering.md
+ │   │   └───4.2.1_Conduct_Search_Engine_Discovery.md
+
+```",0,Noise / Non-knowledge
74cc9450e8c3aa0bb07b62d739561d387f2531f5,Add Stable and Versioned Publishing Job (#425),"+name: Deploy Stable and Versioned WSTG Content to Web
+
+on:
+  push:
+    tags:
+      - 'v*'
+
+jobs:
+  create_pr:
+    name: Create Pull Request
+    if: github.actor == 'kingthorin' || github.actor == 'ThunderSon' || github.actor == 'rejahrehim' || github.actor == 'victoriadrake'
+    runs-on: ubuntu-latest
+    steps:
+    - name: Setup
+      run: |
+        sudo apt update
+        sudo apt install moreutils
+        sudo snap install yq
+    - name: Git Clone and Global Config
+      run: |
+        # Git setup
+        export GITHUB_USER=wstgbot
+        echo ::set-env name=GITHUB_USER::$GITHUB_USER
+        echo ::set-env name=GITHUB_TOKEN::${{ secrets.wstg_deploy_token }}
+        git config --global user.email ""62450690+wstgbot@users.noreply.github.com""
+        git config --global user.name $GITHUB_USER
+        # Clone the necessary repos
+        git clone https://github.com/OWASP/wstg.git
+        git clone -o upstream https://github.com/OWASP/www-project-web-security-testing-guide.git
+    - name: Setup Environment Variables
+      run : |
+        # Setup some env vars etc for future use
+        # Extract version from tag ref
+        VERSION_TAG=${GITHUB_REF/refs\/tags\//}
+        echo ::set-env name=VERSION_TAG::$VERSION_TAG
+        VERSION_PATH=$(echo $VERSION_TAG | tr -d .)
+        echo ::set-env name=VERSION_PATH::$VERSION_PATH
+        cd wstg
+        echo ::set-env name=WSTG_BASE::""$(pwd)""
+        echo ::set-env name=SRC_BASE::""OWASP/wstg@""$(git log -1 --format=format:%h)
+        echo ::set-env name=BRANCH_STAMP::""$(date +""%Y%m%d%H%M%S"")""
+        echo ::set-env name=SHORT_DATE::""$(date +""%Y-%m-%d"")""
+        cd ../www-project-web-security-testing-guide
+        echo ::set-env name=WWW_BASE::""$(pwd)""
+    - name: Create Feature Branch
+      run: |
+        cd $WSTG_BASE
+        git checkout tags/$VERSION_TAG -b ver-branch
+        cd $WWW_BASE
+        git remote add origin https://github.com/$GITHUB_USER/www-project-web-security-testing-guide.git
+        # Checkout what will be the new feature branch
+        git checkout -b $BRANCH_STAMP
+        # Remove old 'stable' content
+        rm -rf stable
+        mkdir stable
+        # Copy new 'stable' content
+        cp -R $WSTG_BASE/document/* ./stable
+        # Create version directory
+        mkdir $VERSION_PATH
+        # Copy new version content
+        cp -R $WSTG_BASE/document/* ./$VERSION_PATH
+    - name: Modify Files for Web Deployment (Stable)
+      run: |
+        cd $WWW_BASE/stable
+        # Append front mater
+        for FILE in `find . -type f -name ""*.md""`; do cat $WSTG_BASE/www/stable/prepend.txt $FILE | sponge $FILE; done
+        # Duplicate README.md as index.md in case people forcefully browse to directory bases
+        find . -type f -name ""README.md"" -execdir cp -v {} ./index.md \;
+        # Copy info.md to all directories (excluding 'images' directories)
+        find . -type d -not -name ""images"" -execdir cp -v $WSTG_BASE/www/stable/info.md {} \;
+    - name: Setup Navigation (Stable)
+      run: |
+        # Copy the current ToC for manipulation
+        cp $WSTG_BASE/document/README.md $WSTG_BASE/www/stable/.
+        cd $WSTG_BASE/www/stable/
+        # Create new navigation details from ToC
+        # Handle numbered entries
+        sed -i -E 's/^#{2,5}\s([0-9.]*\s)\[(.*?)\]\((.*?)\)/- title: '\''\1\2'\''\n  url: \3/g' README.md
+        # Handle un-numbered entries
+        sed -i -E 's/^#{2,5}\s([a-zA-Z. ]*\s)\[(.*?)\]\((.*?)\)/- title: '\''\1\2'\''\n  url: \3/g' README.md
+        # Remove the title from the README (first line)
+        sed -i '1d' README.md
+        # Find the anchor links (URL fragments) and lowercase them
+        sed -i -E 's/\.md#(.*)$/\.md#\L\1/g' README.md
+        # Switch .md references to .html
+        sed -i 's/.md/.html/g' README.md
+        # Add the leadin and add the generated yaml
+        cat prepend.nav > stable.yaml && cat README.md >> stable.yaml
+        # Copy the navigation yaml to _data
+        cp stable.yaml $WWW_BASE/_data/.
+    - name: Modify Files for Web Deployment (Versioned)
+      run: |
+        cd $WWW_BASE/$VERSION_PATH
+        # Append front mater
+        for FILE in `find . -type f -name ""*.md""`; do cat $WSTG_BASE/www/$VERSION_PATH/prepend.txt $FILE | sponge $FILE; done
+        # Duplicate README.md as index.md in case people forcefully browse to directory bases
+        find . -type f -name ""README.md"" -execdir cp -v {} ./index.md \;
+        # Copy info.md to all directories (excluding 'images' directories)
+        find . -type d -not -name ""images"" -execdir cp -v $WSTG_BASE/www/$VERSION_PATH/info.md {} \;
+        # Set stable_version in site config
+        yq w $WWW_BASE/_config.yml stable_version $VERSION_PATH |sponge $WWW_BASE/_config.yml
+    - name: Setup Navigation (Versioned)
+      run: |
+        # Copy the current ToC for manipulation
+        cp $WSTG_BASE/document/README.md $WSTG_BASE/www/$VERSION_PATH/.",0,Noise / Non-knowledge
fd0c9fd2b00bd837bc10413e32a3be0cdd3c6740,Fix md ZIP,"+    6. Create the ZIP file:
+        ZIP -r 'ZIP filename' 'directory name
+        jar -tvf 'ZIP filename'
+    8. Load this ZIP file in the target application.",0,Noise / Non-knowledge
8fb386ae6f1920ba682a35a811374c8d8b04760a,improve: Additional changes for www deployment jobs WRT URL extensions (#763),"+        # Duplicate README.md as index.md in case people forcefully browse to directory bases
+        find . -type f -name ""README.md"" -execdir cp -v {} ./index.md \;
+        # Duplicate README.md as index.md in case people forcefully browse to directory bases
+        find . -type f -name ""README.md"" -execdir cp -v {} ./index.md \;",0,Noise / Non-knowledge
cda2ef1e07b8cc2e021364e5a3c3d7d84d8d3a66,Re-implement Changes from PR 1,"+
+## Test Changes
+This outline will include proposed test changes that need to be incorporated into OTG v5. These should be proposed significant changes that are associated with an explicit test.
+
+### New Tests
+* Server-Side Template Injection
+
+### Test Changes
+* Testing for Horizontal Bypassing Authorization Schema
+
+### Deprecated Tests
+* *(Include brief explanation of reasoning)*
+
+## Methodology Changes
+* *(Include brief explanation of reasoning)*",0,Noise / Non-knowledge
e40a536968f8b6714124d90246ae6f6fb6c7e973,Typo correction,+  - [Mobile Security Testing Guide (MSTG)](#mobile-security-testing-guide-wstg),0,Noise / Non-knowledge
47bacbab871f7dd05a9caadd9068b9195dbf7ce6,Add Spanish translation to list in README (#1280),+- [Spanish](ttps://github.com/frangelbarrera/wstg),0,Noise / Non-knowledge
76d4c27bcd706cc35f0b8aae411741f94a507b9b,fix-1114: Broken anchor link (#1115),"+The cookie `CAKEPHP` has automatically been set, which gives information about the framework being used. A list of common cookie names is presented in [Cookies](#cookies-1) section. Limitations still exist in relying on this identification mechanism - it is possible to change the name of cookies. For example, for the selected `CakePHP` framework this could be done via the following configuration (excerpt from `core.php`):",0,Noise / Non-knowledge
